frame,root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,j00_hip_pitch_l_joint,j01_hip_roll_l_joint,j02_hip_yaw_l_joint,j03_knee_pitch_l_joint,j04_ankle_pitch_l_joint,j05_ankle_roll_l_joint,j06_hip_pitch_r_joint,j07_hip_roll_r_joint,j08_hip_yaw_r_joint,j09_knee_pitch_r_joint,j10_ankle_pitch_r_joint,j11_ankle_roll_r_joint,j12_waist_yaw_joint,j13_shoulder_pitch_l_joint,j14_shoulder_roll_l_joint,j15_shoulder_yaw_l_joint,j16_elbow_pitch_l_joint,j17_elbow_yaw_l_joint,j18_shoulder_pitch_r_joint,j19_shoulder_roll_r_joint,j20_shoulder_yaw_r_joint,j21_elbow_pitch_r_joint,j22_elbow_yaw_r_joint,j23_head_yaw_joint
0,-0.34705040114776814,0.3446505455912556,0.8236928010400787,0.038244045671653654,0.04158084901323865,-0.7286629796461548,0.6825384150794667,-0.3243801585287891,0.02263959327729465,0.2776086394711168,0.3889586713494161,-0.20764034604528078,0.06953476812746892,-0.34129241097010343,-0.1069573109546387,-0.1800375762273479,0.39074381958186943,-0.20584797423990506,0.06544948559520544,0.009692571212707038,-0.3830016077258813,1.5532803115777778,0.4833724385375708,-0.5732322950670127,-0.4451931055838644,-0.47012348334122506,-1.4504505929672362,-0.37181335186925657,-0.6165719131528453,0.4799117822833391,0.0
1,-0.34648859912757707,0.34537297868123606,0.8219071510026098,0.039084090120472,0.04120359562311002,-0.7294698716257796,0.6816512334012541,-0.3358644748297506,0.023182819383999614,0.27718261746132367,0.4088752103542084,-0.2204657591455714,0.07028803330658648,-0.3580104936847172,-0.11056671483521219,-0.170101821719387,0.4156598487271092,-0.22021438751792022,0.06637814330895493,0.014078690975973798,-0.3735576323376626,1.5436571857915,0.5042928049868409,-0.5838460719726744,-0.460970424157419,-0.472209740024347,-1.4525771711888116,-0.3765846972855546,-0.6199930780520995,0.49005962272084974,0.0
2,-0.3458432120429167,0.3473077238806948,0.8211934217155525,0.03960361187980873,0.04108332229804122,-0.7296828539414596,0.6814005042696077,-0.34191062972491076,0.02196012407026044,0.2765760405215491,0.41429726729729327,-0.22336138637104563,0.07214865257462721,-0.365917528144621,-0.11231476051456996,-0.16617041433611174,0.4228684941903038,-0.22450919676222253,0.06664468165799721,0.015065361289727667,-0.3692961673123949,1.5387396189120683,0.514598751220789,-0.5895581949639589,-0.4695919971204128,-0.4745763576166477,-1.4536853931940301,-0.3770735009340501,-0.6237540388464866,0.4926987493153066,0.0
3,-0.34525922138035653,0.34926509768116093,0.8208775116106141,0.039985939134367265,0.04109763319526715,-0.7297116154542835,0.6813465105864934,-0.34571887810592,0.020558484944196063,0.2760311481818888,0.41513100045686213,-0.22355926416510452,0.0739152613875804,-0.37019198335104625,-0.11317509175912269,-0.16440273965226151,0.42398278008940915,-0.22566521439919823,0.06681322815294158,0.015105265273286015,-0.36835463669102075,1.5367820190697266,0.5193648769574388,-0.5926817097653763,-0.47568462526609817,-0.4779397591803009,-1.454205287874984,-0.3764576662903808,-0.6267753321408666,0.4940601920580591,0.0
4,-0.34473163263239487,0.3512419541506514,0.8207592442550717,0.04029601521388925,0.04124708818589951,-0.7295922401437589,0.6814470426937659,-0.3486945008667501,0.01924862121008027,0.27523769386059477,0.4139135858230596,-0.2224752897330315,0.0755899358399023,-0.3726554042065565,-0.11340062697485419,-0.1638321345647412,0.4220094824984802,-0.22531582016832763,0.06689508690999196,0.014630985592776882,-0.36884027913557393,1.536296951189467,0.521704024520528,-0.5944829214486016,-0.479059085587711,-0.480969202776055,-1.4540187779899574,-0.3761659310266709,-0.6275606640548277,0.4951947408110846,0.0
5,-0.3442374203461009,0.3532261878934046,0.8207415351685136,0.040492334301213025,0.0415749286057314,-0.7294906088046083,0.6815242826489384,-0.351356520748515,0.01826357670696975,0.2744470785156193,0.41181191909246434,-0.22070694150772432,0.07715769825003536,-0.374245379688277,-0.11303567169593601,-0.16373222703242835,0.41837006036320085,-0.22406699073496694,0.06686568590220254,0.014097887754946099,-0.3694668443038718,1.5360423498743323,0.523114107806796,-0.5954091561929963,-0.4798955623718806,-0.4827391525327402,-1.453409686390694,-0.3766363312362914,-0.6262612534632814,0.4959218383190045,0.0
6,-0.3437846170532088,0.35519186159002614,0.820770603937876,0.040584628196293465,0.04199988536250791,-0.7295779085657873,0.6813992756941244,-0.35395810251715415,0.017752885279492137,0.27394769844954964,0.409767083056028,-0.21877730317498484,0.07857908746254806,-0.37542898005004993,-0.1120983564079527,-0.1633878164246247,0.413879453868514,-0.2222301556298777,0.06672034878021867,0.014204234852845861,-0.3698243804033063,1.5358490345115074,0.5237850879487208,-0.5953046600895066,-0.4794980618306776,-0.48226841509506563,-1.451997258479699,-0.3780957191112841,-0.6244300979041142,0.4967917823753739,0.0
7,-0.34338080137976135,0.3571550851105957,0.8208184908822427,0.040592887521327725,0.04249166128687871,-0.729784939697968,0.6811465466357414,-0.3566392846280987,0.017684932195914386,0.27363668916127526,0.4079867991101432,-0.21680441746866777,0.07986859708669994,-0.37642251521370435,-0.11068585602108663,-0.16275569564576534,0.40899311651463094,-0.21999245330250514,0.06650834297469552,0.014537728577209275,-0.36974227307961444,1.5356833522022912,0.5240978598802655,-0.5939047423854062,-0.4800186088358519,-0.48107118880291344,-1.4489800212326323,-0.37963814335232726,-0.6223108263013353,0.49719465008221553,0.0
8,-0.34301115023735673,0.35910260705523617,0.8208609900849441,0.040558699322921665,0.043099598066480976,-0.7301121749293551,0.680759596756203,-0.3597806348528904,0.018113721542010477,0.2734324208484864,0.40695108846772826,-0.21504214422801046,0.08105236909933021,-0.37759988802141764,-0.10882633811682131,-0.16170765757788702,0.40412392204579956,-0.217442731263562,0.06625659498176914,0.014786247155454273,-0.3691499512699125,1.5351049658064553,0.5245320188518089,-0.5915668202115997,-0.48171435864730344,-0.47895789026017266,-1.4447496084012772,-0.3811853997693969,-0.6200799405905112,0.497334734307796,0.0
9,-0.34267782100766864,0.3610381253270328,0.8208855001067435,0.040496231854202154,0.04390540607210203,-0.7305839328373158,0.6802054745466369,-0.3638264758155376,0.019237594103260976,0.27327390287469766,0.4072029321996419,-0.2137537308311492,0.08213168837684806,-0.3792441658281006,-0.10646011443240691,-0.16036314988671568,0.39948078359792644,-0.21455149756155578,0.06588608589768934,0.015489733545621442,-0.3691654174175372,1.5337083752752998,0.5253026896426681,-0.5889308845506879,-0.48213020210468177,-0.47545496777699137,-1.4400837673731814,-0.3832537584187205,-0.6176177167442073,0.49700109064005615,0.0
10,-0.3423658903837744,0.36290979449750943,0.8208858104850241,0.04050623041271215,0.044820317802128994,-0.7310981793458866,0.6795924047302169,-0.3685834560692464,0.02062420716803312,0.273057768772324,0.40842209263503854,-0.21281102780915823,0.08314680758400039,-0.3814438036682708,-0.10399854595384528,-0.15876950766616274,0.39538829671667447,-0.2116067697445954,0.06552156344014305,0.016351836122076763,-0.3671124456488802,1.5321712336207969,0.5250060531630935,-0.5844125729982882,-0.47988707496054245,-0.47152800962975006,-1.436265106942512,-0.38518905516645036,-0.6147228075371708,0.4987757630476506,0.0
11,-0.3421171085301602,0.36471972398316005,0.8208600633886288,0.04063060559924085,0.045854811766411305,-0.731542929773214,0.6790371359692555,-0.3740972291767451,0.022149223133255343,0.2724846812180343,0.4104088078788872,-0.21199921498870491,0.084083469935297,-0.38421964862618374,-0.10150261026324361,-0.1571478130827111,0.3919236883916522,-0.20891206591116013,0.06505017805643815,0.017200761721500774,-0.36362685592853095,1.5306184007197088,0.5243608299306755,-0.5804151805028513,-0.47900930842376455,-0.46681395691568733,-1.4334187201026496,-0.38625956018456276,-0.6107093123058498,0.49964994486273556,0.0
12,-0.3419064731817509,0.36645455195617377,0.8207800907456101,0.04072848229008782,0.0468378692654528,-0.7320278184597073,0.6784413590975572,-0.3797273250175547,0.02383066322686188,0.27195732549119467,0.4130847955697728,-0.21153605980457155,0.0849492075306972,-0.3872413303269342,-0.09905064787882026,-0.15532771213022814,0.3893040159580989,-0.20675509823995875,0.06445824766243398,0.01820300537970923,-0.36015509784998095,1.5286614735404058,0.5239982379695095,-0.5781261752467418,-0.4792038579674443,-0.46230746437374237,-1.431768249837885,-0.3873173321191285,-0.6075294115460538,0.49840233988295357,0.0
13,-0.34175129076745453,0.36808232627214177,0.8206402111282345,0.04072989165548103,0.04764533518672098,-0.7325281721610306,0.6778447277593135,-0.3849224623996319,0.025554102386234474,0.2715529076297409,0.4161117700426287,-0.21148473942390694,0.08572148224437327,-0.39005693961022686,-0.09676514677238636,-0.15348313574515776,0.3874268455323337,-0.2053077753666752,0.06384753640307642,0.01915489106306202,-0.35752115344960805,1.52624608703002,0.5241105185588887,-0.5773051361145426,-0.47970177218382454,-0.45959734768376787,-1.431145666288396,-0.38734727409037956,-0.6052670504158155,0.4968992632409109,0.0
14,-0.3416115127242116,0.3696389754004654,0.8204589588296539,0.04072995731907171,0.04828426426151357,-0.7329182957383902,0.6773776436917925,-0.3896927965561791,0.02691886808792309,0.2709989053861414,0.4189923826570691,-0.21158807456407913,0.08652550752638494,-0.39265501083004106,-0.09489615287968589,-0.1518640760880068,0.386016025414187,-0.20458877123428948,0.06327072180280796,0.019843555130211955,-0.3558953203272484,1.5227972679525144,0.5249704999852665,-0.5772605181493718,-0.48038513071297695,-0.4584886212877097,-1.4319407809089317,-0.38643109569996104,-0.6042457985018433,0.49784424152431106,0.0
15,-0.3414663884328279,0.371091365242687,0.8202516323290624,0.040771807866794775,0.04867093662559197,-0.7332173505542612,0.6770237192724129,-0.39365644939235783,0.027652800836504506,0.2704408444181407,0.42126646351289054,-0.21163037045921843,0.08738142672572313,-0.39477159532843425,-0.09361443156935792,-0.1503604975205769,0.38475218039037207,-0.20470465192362267,0.06276578085441824,0.020230487662073648,-0.354585116101934,1.517881073596997,0.5268380032737001,-0.5793502645408841,-0.481792673492937,-0.4590466449416389,-1.4339862411273883,-0.3863341734681097,-0.6053324677141873,0.4976998143696112,0.0
16,-0.34135189208432276,0.3723957251709372,0.8199985274540698,0.040783547348923956,0.048817599029475786,-0.733400289438074,0.6768142727091275,-0.3968827912468719,0.027970814093587884,0.26976440541224644,0.42332622997804126,-0.2117532387641964,0.08821204915659736,-0.395781278658743,-0.09272944211745003,-0.1492283014547737,0.38300486405662826,-0.2060216250381422,0.06225914389981288,0.020268824475751714,-0.35406808213826224,1.5117368259177926,0.5296154679452694,-0.5840804973428912,-0.4859010290168783,-0.460726572815315,-1.4368275679437277,-0.38585384343915224,-0.6076677893899373,0.49877404132662023,0.0
17,-0.341260511782549,0.3736027293059797,0.8197363991344689,0.04086724889847269,0.04888136667647399,-0.7334547758291927,0.6767455738847942,-0.3999558295542513,0.027947971419434923,0.2688480839870694,0.42530030858831736,-0.21185181450877108,0.0890333076896639,-0.39667171731300227,-0.09219156238046944,-0.14831435107737767,0.38147495475915383,-0.20773836970063553,0.061716057700487534,0.02003930137662984,-0.35073523035138404,1.5051142621259308,0.5336171631043716,-0.58854814206243,-0.48672571962912065,-0.4632779163238743,-1.439778944307414,-0.3850513689482302,-0.6107765596785144,0.5018196190176634,0.0
18,-0.34122551887051117,0.3748054289312019,0.8194942189519976,0.04106032912750272,0.04902671656160335,-0.73305537514685,0.6771559993114149,-0.40375811476860957,0.02759195098435684,0.2668120037150342,0.4276056266194771,-0.21171893083944593,0.08990624412732404,-0.3985405491618628,-0.09216146756708692,-0.14819368748294193,0.3815525927765215,-0.2090831834967177,0.06111528114750804,0.01837828652408042,-0.34428974435160625,1.4992452608671925,0.537405631365644,-0.591304280242725,-0.48522005448205074,-0.46563781083654365,-1.4418515591996517,-0.3841906321492736,-0.6139461244785874,0.5025310935128122,0.0
19,-0.3412276255809897,0.37585151781230286,0.819253997280295,0.04122972006969922,0.04921816862135859,-0.7326058124724066,0.6776181857006048,-0.40771107651765526,0.027412913248249637,0.2645736434487682,0.4304897516496054,-0.21189709826512632,0.09069022333028182,-0.4013456331246944,-0.09225795214922841,-0.14802033862755257,0.38350942997115306,-0.21005511853064304,0.060525840825717665,0.016258804149417428,-0.33781472941606366,1.4946983349691974,0.5403787324479202,-0.5917537470188579,-0.4844169359114677,-0.46688420910410966,-1.4433494364445905,-0.38315493387324934,-0.6166546696216693,0.5012389441569538,0.0
20,-0.34119412792161885,0.3767912296853737,0.8190948247684897,0.041380718397940046,0.04951071866049717,-0.732452803199743,0.6777530641520041,-0.41108277164284857,0.027571207809348987,0.26323232035060723,0.43261762249252106,-0.2119781352022282,0.09138976279000886,-0.40420409266428453,-0.09195699143938971,-0.14732343857290314,0.38509087233718775,-0.21011524984508706,0.05996296481496153,0.01484433594239802,-0.3325612503192621,1.491279553573977,0.5426583577921791,-0.590986596773495,-0.4847138519700527,-0.46695452764673956,-1.444146491587803,-0.38186388209592914,-0.6178923239566008,0.49995887466550454,0.0
21,-0.34121186922604946,0.3776862455473227,0.8190454011623772,0.04149992549086304,0.04988044670825485,-0.7325002931253234,0.6776673356387736,-0.41348992682058683,0.02797933676431635,0.26266024191895804,0.43310502789846617,-0.21137944431776917,0.09192276431617744,-0.4063919733943106,-0.09114091704342876,-0.14660442260092044,0.3852322323237607,-0.2093547913457539,0.059282465817594464,0.014019982827368912,-0.32944096515799376,1.4884468701448457,0.5447717170556795,-0.5895993630165409,-0.48426683143761723,-0.4663037023761889,-1.4446499086934894,-0.38103528297106226,-0.6176253440953827,0.49936858214640295,0.0
22,-0.3412550437607454,0.3784651108455862,0.8190790783730572,0.04148302888102674,0.050202007998254444,-0.7329205916877838,0.6771900198524998,-0.41459324254391106,0.02878244123594454,0.2631991146055772,0.4323851484207036,-0.2104827462831847,0.09224670944791935,-0.4074988411078566,-0.08972814210023994,-0.14545424269803897,0.3838490924599044,-0.20797060157660788,0.058584737372186724,0.014371489365005085,-0.32790054628812226,1.4865906440956091,0.5467397338757988,-0.5882544041625007,-0.4833321168106201,-0.46506981440320805,-1.4446845634814842,-0.3805564007405309,-0.6170530294215235,0.49903439557347784,0.0
